学校名称,专业名称,最高分,最低分,平均分
山西财经大学,信息与计算科学,566,,566
山西财经大学,资源环境与城乡规划管理,576,,
山西财经大学,环境科学,569,,
山西财经大学,统计学,572,,
山西财经大学,计算机科学与技术,565,,
山西财经大学,管理科学,574,,569
山西财经大学,信息管理与信息系统,556,,
山西财经大学,工程管理,575,,567
山西财经大学,项目管理,578,,578
山西财经大学,工商管理,576,,
山西财经大学,财务管理,580,,578
山西财经大学,物流管理,583,,583
山西财经大学,公共事业管理,567,,567
内蒙古科技大学,国际经济与贸易,539,,539
内蒙古科技大学,数学与应用数学,538,,537
内蒙古科技大学,应用化学,539,,539
内蒙古科技大学,采矿工程,561,,552
内蒙古科技大学,矿物加工工程,551,,547
内蒙古科技大学,冶金工程,573,,572
内蒙古科技大学,无机非金属材料工程,557,,554
内蒙古科技大学,机械设计制造及自动化,570,,567
内蒙古科技大学,材料成型及控制工程,562,,561
内蒙古科技大学,过程装备与控制工程,551,,539
内蒙古科技大学,测控技术与仪器,550,,548
内蒙古科技大学,热能与动力工程,560,,548
内蒙古科技大学,电气工程及其自动化,567,,561
内蒙古科技大学,自动化,563,,548
内蒙古科技大学,电子信息工程,546,,543
内蒙古科技大学,通信工程,548,,540
内蒙古科技大学,土木工程,567,,538
内蒙古科技大学,测绘工程,528,,
内蒙古科技大学,环境工程,527,,525
内蒙古科技大学,安全工程,547,,536
内蒙古科技大学,化学工程与工艺,546,,536
内蒙古科技大学,交通工程,537,,534
内蒙古科技大学,食品科学与工程,554,,544
内蒙古科技大学,生物工程,539,,531
内蒙古科技大学,信息管理与信息系统,530,,526
内蒙古科技大学,工商管理,525,,525
内蒙古工业大学,英语,545,,536
内蒙古工业大学,环境科学,541,,533
内蒙古工业大学,机械电子工程,557,,557
内蒙古工业大学,自动化,566,,550
内蒙古工业大学,电子信息工程,565,,550
内蒙古工业大学,制药工程,543,,528
内蒙古农业大学,动植物检疫,564,,535
内蒙古农业大学,交通运输,559,,546
内蒙古农业大学,农业电气化及自动化,557,,557
内蒙古农业大学,农业水利工程,550,,
内蒙古农业大学,森林工程,556,,543
内蒙古农业大学,木材科学与工程,550,,539
内蒙古农业大学,园艺,544,,511
内蒙古农业大学,种子科学与工程,540,,540
内蒙古农业大学,设施农业科学与工程,539,,537
内蒙古农业大学,环境生态类,536,,536
内蒙古农业大学,农业资源与环境,546,,542
内蒙古农业大学,动物科学,547,,547
内蒙古医学院,数学与应用数学,531,,511
内蒙古医学院,信息与计算科学,558,,523
内蒙古医学院,物理学,550,,510
内蒙古医学院,化学,525,,522
内蒙古医学院,电子信息科学与技术,528,,512
内蒙古医学院,材料化学,515,,508
内蒙古民族大学,机械设计制造及自动化,516,,511
内蒙古民族大学,计算机科学与技术,527,,508
内蒙古民族大学,农业,514,,514
内蒙古民族大学,临床医学,522,,508
沈阳工业大学,金属材料工程,582,,567
沈阳工业大学,机械设计制造及自动化,589,,579
沈阳工业大学,材料成型及控制工程,594,,574
沈阳工业大学,测控技术与仪器,566,,566
沈阳工业大学,电气工程及其自动化,609,,604
沈阳工业大学,自动化,587,,587
沈阳工业大学,电子信息工程,583,,579
沈阳工业大学,通信工程,606,,577
沈阳工业大学,计算机科学与技术,597,,566
沈阳工业大学,电子科学与技术,572,,566
沈阳工业大学,建筑环境与设备工程,597,,578
沈阳工业大学,工商管理,580,,578
沈阳工业大学,会计学,575,,571
沈阳工业大学,日语,576,,576
沈阳航空工业学院,机械设计制造及自动化,606,,606
沈阳航空工业学院,材料成型及控制工程,566,,566
沈阳航空工业学院,车辆工程,576,,576
沈阳航空工业学院,热能与动力工程,585,,575
沈阳航空工业学院,电子信息工程,575,,574
沈阳航空工业学院,通信工程,581,,573
沈阳航空工业学院,计算机科学与技术,588,,566
沈阳航空工业学院,网络工程,572,,572
沈阳航空工业学院,安全工程,583,,575
沈阳航空工业学院,飞行器设计与工程,612,,590
沈阳航空工业学院,消防工程,574,,574
沈阳航空工业学院,信息管理与信息系统,572,,572
沈阳理工大学,金融学,577,,577
沈阳理工大学,信息与计算科学,563,,563
沈阳理工大学,化学,573,,569
沈阳理工大学,应用化学,510,,511
沈阳理工大学,电子信息科学与技术,591,,
沈阳理工大学,光信息科学与技术,561,,561
沈阳理工大学,金属材料工程,572,,570
沈阳理工大学,高分子材料与工程,571,,569
沈阳理工大学,材料成型及控制工程,572,,554
沈阳理工大学,车辆工程,571,,569
沈阳理工大学,测控技术与仪器,587,,572
沈阳理工大学,热能与动力工程,587,,587
沈阳理工大学,自动化,591,,
沈阳理工大学,电子信息工程,575,,575
沈阳理工大学,通信工程,575,,575
沈阳理工大学,计算机科学与技术,565,,
沈阳理工大学,电子科学与技术,583,,579
沈阳理工大学,探测制导与控制技术,571,,569
沈阳理工大学,市场营销,566,,519
沈阳理工大学,会计学,565,,
辽宁科技大学,材料化学,571,,561
辽宁科技大学,冶金工程,575,,560
辽宁科技大学,无机非金属材料工程,558,,558
辽宁科技大学,机械设计及其自动化,572,,566
辽宁科技大学,热能与动力工程,566,,563
辽宁科技大学,自动化,573,,557
辽宁科技大学,通信工程,558,,558
辽宁科技大学,计算机工程与技术,558,,558
辽宁科技大学,建筑学,572,,569
辽宁科技大学,土木工程,578,,576
辽宁科技大学,化学工程与工艺,565,,561
辽宁科技大学,交通工程,567,,567
辽宁石油化工大学,数学与应用数学,568,,
辽宁石油化工大学,应用物理学,569,,
辽宁石油化工大学,应用化学,574,,
辽宁石油化工大学,材料科学与工程,569,,
辽宁石油化工大学,金属材料工程,567,,567
辽宁石油化工大学,机械设计制造及自动化,557,,549
辽宁石油化工大学,材料成型及控制工程,576,,574
辽宁石油化工大学,过程装备与控制工程,582,,573
辽宁石油化工大学,电气工程及其自动化,580,,577
辽宁石油化工大学,自动化,573,,571
辽宁石油化工大学,通信工程,570,,570
辽宁石油化工大学,给水排水工程,568,,568
辽宁石油化工大学,环境工程,571,,571
辽宁石油化工大学,化学工程与工艺,580,,580
辽宁石油化工大学,交通运输,567,,567
辽宁石油化工大学,油气储运工程,582,,580
辽宁石油化工大学,生物工程,571,,569
辽宁科技大学,金融学,571,,571
辽宁科技大学,英语,549,,549
辽宁科技大学,信息与计算科学,558,,558
辽宁科技大学,应用化学,571,,
辽宁科技大学,电子信息科学与技术,555,,555
辽宁科技大学,材料物理,563,,563
辽宁科技大学,材料化学,579,,579
辽宁科技大学,无机非金属材料工程,564,,564
辽宁科技大学,高分子材料与工程,581,,563
辽宁科技大学,机械设计制造及自动化,563,,563
沈阳化工学院,过程装备与控制工程,571,,552
沈阳化工学院,测控技术与仪器,574,,574
沈阳化工学院,热能与动力工程,574,,559
沈阳化工学院,电气工程及其自动化,578,,578
沈阳化工学院,自动化,570,,
沈阳化工学院,电子信息工程,574,,566
沈阳化工学院,通信工程,577,,564
沈阳化工学院,计算机科学与技术,562,,558
沈阳化工学院,电子科学与技术,559,,559
沈阳化工学院,环境工程,568,,568
沈阳化工学院,安全工程,551,,
沈阳化工学院,化学工程与工艺,578,,565
沈阳化工学院,制药工程,574,,573
沈阳化工学院,油气储运工程,570,,570
沈阳化工学院,生物工程,573,,570
沈阳化工学院,信息管理与信息系统,555,,555
沈阳化工学院,工商管理,551,,
沈阳化工学院,会计学,559,,550
沈阳化工学院,公共事业管理,554,,554
沈阳建筑大学,英语,577,,568
沈阳建筑大学,日语,577,,564
沈阳建筑大学,数学与应用数学,569,,559
沈阳建筑大学,信息与计算科学,567,,564
沈阳建筑大学,应用化学,575,,
沈阳建筑大学,材料科学与工程,608,,605
沈阳建筑大学,材料成型及控制工程,577,,577
沈阳建筑大学,机械工程及自动化,597,,574
沈阳建筑大学,测控技术与仪器,576,,564
沈阳建筑大学,自动化,588,,588
沈阳建筑大学,计算机科学与技术,570,,557
沈阳建筑大学,电子科学与技术,609,,609
沈阳建筑大学,土木工程,599,,571
沈阳建筑大学,环境工程,586,,586
沈阳建筑大学,安全工程,568,,568
沈阳建筑大学,交通运输,574,,570
沈阳建筑大学,交通工程,576,,576
沈阳建筑大学,信息管理与信息系统,581,,581
沈阳建筑大学,市场营销,590,,590
沈阳建筑大学,会计学,576,,557
沈阳建筑大学,物流管理,577,,577
大连交通大学,计算机科学与技术,570,,557
大连交通大学,电子科技与技术,609,,609
大连交通大学,土木工程,599,,571
大连交通大学,环境工程,586,,586
大连交通大学,安全工程,568,,568
大连交通大学,化学工程与工艺,570,,
大连交通大学,交通运输,574,,570
大连交通大学,交通工程,576,,576
大连交通大学,信息管理与信息系统,581,,581
大连交通大学,市场营销,,,590
大连交通大学,会计学,576,,557
大连交通大学,物流管理,577,,577
大连工业大学,信息与计算科学,576,,575
大连工业大学,应用化学,579,,565
大连工业大学,生物技术,583,,576
大连工业大学,材料化学,573,,558
大连工业大学,材料科学与工程,573,,553
大连工业大学,通信工程,583,,575
大连工业大学,计算机科学与技术,568,,
大连工业大学,网络工程,575,,567
大连工业大学,环境工程,573,,560
大连工业大学,化学工程与工艺,554,,
大连工业大学,轻化工程,573,,556
大连工业大学,包装工程,572,,557
大连工业大学,印刷工程,556,,
大连工业大学,纺织工程,569,,547
大连工业大学,食品质量与安全,572,,557
大连工业大学,生物工程,590,,
大连建筑大学,英语,587,,569
大连建筑大学,日语,564,,551
大连建筑大学,应用物理学,572,,567
大连建筑大学,生物技术,569,,
大连水产学院,海洋技术,580,,576
大连水产学院,机械设计制造及自动化,584,,581
大连水产学院,热能与动力工程,585,,569
大连水产学院,自动化,563,,561
大连水产学院,电子信息工程,575,,573
大连水产学院,通信工程,564,,564
大连水产学院,计算机科学与技术,570,,556
大连水产学院,土建类,563,,558
大连水产学院,建筑环境与设备工程,563,,558
大连水产学院,给水排水工程,565,,564
大连水产学院,环境工程,565,,564
大连水产学院,船舶与海洋工程,591,,586
大连水产学院,食品科学与工程,557,,539
大连水产学院,水产养殖学,567,,549
大连水产学院,海洋渔业科学与技术,576,,569
大连医科大学,生物技术,574,,574
大连医科大学,临床医学,593,,577
大连医科大学,口腔医学,575,,575
辽宁中医药大学,中医学,555,,541
辽宁中医药大学,中药学,559,,524
辽宁师范大学,工商管理类,537,,535
沈阳师范大学,经济学(国际金融),570,,520
沈阳师范大学,计算机科学与技术,570,,535
渤海大学,教育技术类,545,,534
渤海大学,数学与应用数学,563,,551
渤海大学,化学,555,,551
渤海大学,自动化,538,,532
渤海大学,计算机科学与技术,550,,550
渤海大学,旅游管理,540,,527
鞍山师范学院,数学与应用数学,526,,526
鞍山师范学院,物理学,518,,518
鞍山师范学院,电子信息科学与技术,572,,572
鞍山师范学院,计算机科学与技术,516,,516
鞍山师范学院,会计学,524,,524
大连外国语大学,英语,622,,622
大连外国语大学,朝鲜语,627,,606
沈阳体育学院,市场营销,532,,518
吉林大学,新闻学,585,,572
吉林大学,环境科学,536,,514
延边大学,通信工程,535,,535
延边大学,土木工程,510,,510
延边大学,食品科学与工程,542,,542
东北电力大学,园艺,563,,510
东北电力大学,临床医学,548,,548
东北电力大学,护理学,565,,554
东北电力大学,信息管理与信息系统,523,,523
东北电力大学,数学与应用数学,583,,583
东北电力大学,信息与计算科学,596,,574
东北电力大学,应用化学,583,,583
东北电力大学,电子信息科学与技术,596,,592
东北电力大学,机械设计制造及自动化,600,,587
东北电力大学,测控技术与仪器,,,575
东北电力大学,自动化,597,,605
东北电力大学,电子信息工程,588,,578
东北电力大学,通信工程,603,,595
东北电力大学,计算机科学与技术,583,,575
东北电力大学,土木工程,612,,612
东北电力大学,建筑环境与设备工程,588,,574
东北电力大学,环境工程,582,,582
东北电力大学,轻化工程,587,,584
东北电力大学,工程管理,598,,576
东北电力大学,国际经济与贸易,572,,572
东北电力大学,金融学,554,,554
东北电力大学,教育技术学,553,,553
东北电力大学,英语,527,,527
长春工业大学,信息与计算机科学,570,,547
长春工业大学,生物技术,563,,563
长春工业大学,统计学,554,,570
长春工业大学,金属材料工程,584,,571
长春工业大学,高分子材料与工程,582,,577
长春工业大学,材料成型及控制工程,565,,526
长春工业大学,工业设计,567,,563
长春工业大学,机械工程及自动化,596,,590
长春工业大学,机械电子工程,576,,570
长春工业大学,测控技术与仪器,578,,574
长春工业大学,电气工程及其自动化,580,,580
长春工业大学,自动化,582,,582
长春工业大学,生物医学工程,576,,521
长春工业大学,化学工程与工艺,568,,564
长春工业大学,制药工程,573,,558
长春工业大学,食品科学与工程,526,,526
长春工业大学,生物工程,577,,
长春工业大学,信息管理与信息系统,565,,543
长春工业大学,工业工程,582,,553
长春工业大学,工商管理,569,,525
长春工业大学,市场营销,562,,536
长春工业大学,会计学,,,517
长春工业大学,电子商务,549,,549
吉林建筑工程学院,英语,575,,575
吉林建筑工程学院,电子信息工程,,,561
吉林建筑工程学院,建筑学,613,,576
吉林建筑工程学院,城市规划,573,,573
吉林建筑工程学院,土木工程,595,,577
吉林建筑工程学院,测绘工程,534,,534
吉林建筑工程学院,安全工程,529,,529
吉林建筑工程学院,工程力学,561,,552
吉林建筑工程学院,物流管理,556,,554
吉林化工学院,国际经济与贸易,558,,550
吉林化工学院,英语,536,,535
吉林化工学院,日语,529,,529
吉林化工学院,应用物理学,,,542
吉林化工学院,应用化学,,,546
吉林化工学院,材料化学,,,546
吉林化工学院,高分子材料与工程,,,562
吉林化工学院,机械设计制造及自动化,574,,561
吉林化工学院,过程装备与控制工程,574,,555
吉林化工学院,热能与动力工程,,,559
吉林化工学院,化学工程与工艺,566,,562
吉林化工学院,制药工程,546,,544
吉林化工学院,轻化工程,548,,542
吉林化工学院,药物制剂,566,,561
吉林化工学院,工业工程,544,,537
吉林化工学院,市场营销,,,534
吉林农业大学,应用化学,547,,528
吉林农业大学,生物技术,572,,568
吉林农业大学,资源环境与城乡规划管理,562,,553
吉林农业大学,电子信息科学与技术,553,,543
吉林农业大学,环境科学,545,,528
吉林农业大学,应用心理学,560,,540
吉林农业大学,自动化,563,,543
吉林农业大学,计算机科学与技术,560,,550
吉林农业大学,制药工程,,,563
吉林农业大学,交通运输,542,,530
吉林农业大学,轻化工程,560,,535
北华大学,机械设计制造及自动化,574,,562
北华大学,材料成型及控制工程,574,,562
北华大学,工业设计,574,,562
北华大学,测控技术与仪器,553,,546
北华大学,电气工程及其自动化,561,,
北华大学,自动化,553,,550
北华大学,计算机科学与技术,554,,525
北华大学,土木工程,555,,544
北华大学,食品科学与工程,556,,534
北华大学,园艺,528,,527
北华大学,临床医学,577,,570
黑龙江大学,建筑学,582,,564
黑龙江大学,土木工程,578,,542
黑龙江大学,水利水电工程,583,,542
黑龙江大学,水文与水资源工程,563,,533
黑龙江大学,化学工程与工艺,594,,546
黑龙江大学,制药工程(化学制药),571,,538
黑龙江大学,食品科学与工程,576,,543
黑龙江大学,生物工程,579,,551
黑龙江大学,农业水利工程,559,,532
黑龙江大学,水土保持与流域治理,571,,532
黑龙江大学,农业资源与环境,558,,551
黑龙江大学,信息管理与信息系统,592,,551
黑龙江大学,工商管理,594,,559
黑龙江大学,市场营销,566,,539
黑龙江大学,会计学,583,,570
黑龙江大学,人力资源管理,575,,554
黑龙江大学,旅游管理,581,,534
黑龙江大学,电子商务,576,,546
黑龙江大学,行政管理,572,,541
黑龙江大学,公共事业管理,571,,532
黑龙江大学,图书馆学,575,,538
黑龙江大学,档案学,558,,532
黑龙江大学,经济学,589,,563
通化师范学院,护理学,563,,543
通化师范学院,市场营销,517,,515
通化师范学院,信息管理与信息系统,550,,516
吉林师范大学,生物技术,554,,555
吉林师范大学,人力资源管理,511,,511
黑龙江大学,经济学,585,,565
黑龙江大学,统计学,622,,557
黑龙江大学,信息管理与信息系统,592,,551
黑龙江大学,工商管理类,575,,554
黑龙江大学,人力资源管理,575,,554
黑龙江大学,经济学,585,,565
黑龙江大学,社会学,539,,537
黑龙江大学,社会工作,534,,532
黑龙江大学,教育学,543,,539
黑龙江大学,朝鲜语,576,,556
黑龙江大学,编辑出版,572,,550
黑龙江大学,数学与应用数学,575,,548
黑龙江大学,物理学,568,,536
黑龙江大学,应用物理学,552,,532
黑龙江大学,应用化学,580,,563
黑龙江大学,国际经济与贸易,594,,572
黑龙江大学,金融学,605,,570
黑龙江大学,法学,573,,559
黑龙江大学,英语,574,,554
黑龙江大学,俄语,584,,552
黑龙江大学,日语,584,,564
哈尔滨理工大学,应用物理学,584,,551
哈尔滨理工大学,光信息科学与技术,572,,581
哈尔滨理工大学,材料物理,581,,555
哈尔滨理工大学,材料化学,587,,558
哈尔滨理工大学,无机非金属材料工程,582,,568
哈尔滨理工大学,工业设计,583,,554
哈尔滨理工大学,电子信息科学与技术,582,,562
哈尔滨理工大学,材料化学,581,,544
哈尔滨理工大学,环境科学,578,,566
哈尔滨理工大学,应用心理学,622,,557
哈尔滨理工大学,统计学,622,,557
哈尔滨理工大学,制药工程(生物制药),575,,546
哈尔滨理工大学,机械设计制造及自动化(电气),590,,560
哈尔滨理工大学,农业资源与环境(种子科学与工程),558,,532
哈尔滨理工大学,电子科学与技术,586,,555
哈尔滨理工大学,热能与动力工程,601,,569
哈尔滨理工大学,环境工程,586,,556
哈尔滨理工大学,安全工程,576,,551
哈尔滨理工大学,制药工程,581,,556
哈尔滨理工大学,工程力学,583,,566
哈尔滨理工大学,工商管理,,,559
哈尔滨理工大学,市场营销,,,552
哈尔滨理工大学,会计学,,,563
哈尔滨理工大学,人力资源管理,,,551
哈尔滨理工大学,旅游管理,566,,551
黑龙江科技学院,国际经济与贸易,571,,542
黑龙江科技学院,社会工作,530,,
黑龙江科技学院,英语,594,,
黑龙江科技学院,安全工程(定向),533,,515
黑龙江科技学院,采矿工程(定向),572,,522
黑龙江科技学院,电气工程及其自动化(定向),564,,519
黑龙江科技学院,机械设计制造及自动化(定向),541,,520
黑龙江科技学院,矿物加工工程(定向),553,,540
黑龙江科技学院,土木工程(定向),551,,542
黑龙江科技学院,数学与应用数学,531,,
黑龙江科技学院,信息与计算科学,529,,
黑龙江科技学院,资源环境与城乡规划管理,553,,529
黑龙江科技学院,采矿工程,553,,540
